33 75 3
289731 50369 34728 93193 93045 33043 25366 111932 18262 32078 25513 24023 112937 55579 15731 5634 12285 32147 28056 5134 15535 7252 5045 11004 14320 8726 3059 2487 8421 3936 5378 15091 11494
1 2
1 4
1 12
1 14
1 15
1 16
1 17
1 18
1 19
1 26
2 4
2 7
2 24
2 25
2 26
3 9
3 10
3 23
4 5
4 7
4 13
4 15
4 18
4 20
5 13
5 20
5 21
6 16
6 26
6 29
6 30
6 31
6 32
7 10
7 13
7 23
7 24
8 9
8 13
8 22
8 23
9 23
10 23
10 24
11 12
11 29
11 31
11 33
12 14
12 15
12 17
12 33
13 20
13 21
13 22
13 23
14 15
15 18
15 19
15 20
16 17
16 26
16 31
16 33
17 33
18 19
24 25
26 27
26 28
26 30
27 28
28 30
29 31
29 32
31 33
