72 168 19
107904 79328 65251 105862 80948 62083 82148 75504 95864 177120 84906 127309 89670 169043 110995 153056 127849 106111 183444 112691 120072 192152 139376 103726 148682 121236 85043 135375 138464 159757 37604 190658 401558 104993 385567 74412 352698 84443 143096 397289 287730 264642 100131 108699 229733 101692 117641 119367 184495 136868 68775 108736 119764 87456 55635 63688 493940 60102 55177 75033 58435 51254 30927 18279 9079 16567 43763 8434 14741 13009 15697 4909
1 10
1 13
1 14
1 23
1 24
2 3
2 4
2 9
2 23
3 4
3 5
3 9
3 21
4 5
4 6
4 8
4 24
4 23
5 6
5 21
6 21
6 18
6 8
7 24
7 8
7 18
7 15
7 12
7 11
8 24
8 18
9 19
10 19
10 23
10 13
10 35
10 54
10 39
11 24
11 14
11 12
11 57
12 15
12 17
12 22
12 57
13 14
13 20
13 39
14 24
14 20
14 57
15 18
15 16
15 17
16 21
16 18
16 17
16 25
16 30
16 47
17 22
17 47
18 21
19 23
19 33
19 35
20 39
20 53
20 48
20 57
21 25
22 47
22 42
22 57
23 24
25 28
25 30
26 30
26 28
26 29
26 27
26 61
27 30
27 31
27 61
28 30
28 29
28 55
28 49
29 49
29 46
29 61
30 31
30 47
31 44
31 47
31 52
31 61
32 38
32 49
32 66
33 34
33 35
33 50
34 50
35 41
35 50
35 54
36 49
36 55
36 66
37 40
37 41
37 45
37 54
37 63
38 43
38 67
39 45
39 53
39 54
40 45
40 60
40 63
41 50
41 54
41 64
42 47
42 51
42 56
42 57
43 58
43 67
43 68
44 46
44 52
44 61
44 70
44 71
44 72
45 48
45 53
45 54
45 59
45 60
46 49
46 61
46 72
47 52
47 56
48 53
48 57
48 59
49 55
49 66
50 64
51 52
51 56
52 56
52 70
58 62
58 68
59 60
62 69
64 65
70 71
71 72
