77 187 5
372760 241145 154055 47790 98164 48729 49559 40991 66125 32202 42338 26029 19539 56400 67241 98199 58852 30122 94222 4353 4344 3242 962 752 10218 19188 15555 6612 4121 5600 19155 14084 7680 18555 24989 9004 15797 4651 8569 12530 12811 4299 6068 387 852 3545 548 1178 1542 5973 6426 1023 4131 3915 2692 715 3439 10584 2593 1639 8400 4279 4149 9382 9599 8575 2647 14004 10660 6617 11352 4375 3279 7739 2215 10296 1660
1 3
1 7
1 11
1 12
1 17
1 59
1 60
1 63
1 66
1 67
1 69
1 74
1 75
1 76
2 3
2 4
2 12
2 15
2 19
2 29
2 30
2 31
2 55
2 58
2 61
2 62
2 63
3 7
3 17
3 18
3 28
3 29
3 30
3 63
3 68
4 6
4 15
4 31
4 34
5 36
5 40
5 41
5 43
5 46
5 48
5 49
5 50
5 51
5 52
5 54
5 57
6 9
6 14
6 30
6 31
6 34
6 35
7 69
7 70
8 16
8 18
8 27
9 10
9 14
9 15
9 32
9 35
9 37
9 39
9 52
9 58
10 36
10 38
10 39
10 52
10 53
10 57
11 13
11 69
11 70
11 71
11 72
11 76
12 19
12 60
12 64
12 65
12 66
12 75
13 72
13 73
13 74
13 77
14 16
14 20
14 22
14 25
14 28
14 30
14 32
14 33
15 34
15 37
15 55
15 58
15 62
16 18
16 25
16 26
16 27
16 28
17 59
17 63
17 68
18 28
19 60
19 63
19 64
19 65
20 22
20 23
20 24
20 25
21 22
21 23
22 23
23 24
24 25
26 27
28 30
29 63
30 31
32 33
34 35
34 37
35 37
36 38
36 40
36 57
38 40
38 52
39 53
39 58
40 41
40 51
40 52
41 50
41 51
42 43
42 44
42 46
42 47
42 48
42 49
43 44
43 46
43 54
44 45
44 47
45 47
46 49
48 49
50 51
51 52
53 56
53 57
53 58
54 57
55 58
55 62
56 57
56 58
59 63
60 63
60 64
61 62
64 65
66 67
66 75
69 70
70 71
71 72
71 77
72 73
72 77
73 77
74 76
