44 94 7
270685 174508 142074 139344 73061 50645 76420 42521 60834 48602 27699 41801 73173 104524 84651 241656 156581 66950 27604 68421 39267 53502 100753 52265 39039 40087 39122 95454 32185 45953 49872 48870 31401 15715 18097 37891 15736 14602 48553 8231 21026 8093 24201 153401 13
1 17
1 22
1 33
1 34
1 35
2 10
2 11
2 22
2 36
3 5
3 15
3 16
3 26
3 39
4 6
4 24
4 41
4 42
4 43
5 13
5 16
5 26
5 27
5 32
6 23
6 41
7 14
7 15
7 16
7 25
7 31
7 40
7 44
8 9
8 16
8 23
8 41
9 16
9 20
9 24
9 31
9 41
10 11
10 21
10 22
10 37
11 12
13 27
13 32
13 33
13 35
14 20
14 31
14 44
15 16
15 25
15 39
16 23
16 27
16 31
17 22
17 34
17 36
18 19
18 28
18 29
18 30
19 25
19 28
19 29
20 31
21 22
21 35
21 37
22 35
22 36
23 27
23 41
24 41
24 43
25 38
25 39
25 40
29 30
29 32
30 32
30 33
30 34
32 33
33 34
38 39
40 44
42 43
