39 86 5
311590 196732 141475 234758 212149 140151 52203 61147 32758 78718 27976 62827 44068 76037 64637 39098 127330 51651 11418 1262 23571 10666 38271 8345 12262 33087 12046 13323 18132 35182 28786 7813 5849 6698 21943 15388 23994 6430 122251 2
1 3
1 4
1 5
1 31
1 34
2 3
2 5
2 12
2 18
2 29
2 30
3 4
3 10
4 10
4 22
4 24
5 18
5 31
6 14
6 16
6 36
6 37
6 38
6 39
7 12
7 29
7 30
8 14
8 39
9 11
9 19
9 20
9 21
9 25
10 13
10 22
11 21
11 23
11 25
11 26
11 27
12 29
12 30
13 22
13 23
13 26
14 15
14 17
14 36
14 39
15 17
16 28
16 37
17 28
17 32
17 33
17 34
17 35
17 36
17 37
18 30
18 31
19 20
19 21
19 22
19 24
21 22
21 23
22 23
22 24
23 26
25 27
26 27
28 30
28 32
28 37
30 31
30 32
31 32
31 33
31 34
32 33
33 34
34 35
36 37
