35 77 5
332149 372973 106445 211850 223014 45337 75309 74581 63261 47446 54907 49648 14216 21792 1128 1645 6576 1611 12491 15386 5095 8850 6049 3511 12728 3993 3480 6953 17195 36054 14083 10882 10861 42089 25522
1 2
1 3
1 4
1 6
1 8
1 13
1 14
1 30
2 8
2 9
2 10
2 11
2 13
2 19
2 21
2 25
2 30
3 4
3 5
3 6
3 12
4 5
4 12
4 30
5 12
5 34
5 35
6 8
6 12
6 24
6 26
6 27
6 28
6 29
7 31
7 32
7 33
7 35
8 13
8 14
8 20
8 24
8 25
8 28
9 16
9 17
9 19
9 30
10 11
10 17
10 19
11 17
13 14
15 16
15 18
16 17
16 18
17 18
17 19
20 21
20 23
20 24
20 25
20 29
21 22
21 23
21 25
22 23
24 29
26 27
26 29
27 29
31 32
32 33
33 34
33 35
34 35
