40 84 3
275192 168466 223415 31946 51415 60378 39152 54103 30934 30567 10126 2334 2540 5401 9044 7346 1265 14573 8665 7326 12700 12074 9657 12374 14556 10447 4229 16428 10367 24273 4718 5955 1636 1788 9082 16042 4968 16809 13496 2197
1 4
1 5
1 6
1 10
1 11
1 13
1 18
1 21
1 25
2 9
2 10
2 15
2 17
2 18
2 19
2 20
2 21
2 22
3 30
3 36
3 38
3 39
4 10
4 18
4 20
5 9
5 12
5 13
5 14
5 21
5 22
5 23
6 10
6 25
6 26
6 28
6 36
6 40
7 26
7 28
7 29
7 30
8 27
8 31
8 32
8 33
8 34
9 15
9 22
9 23
10 19
10 20
11 24
11 25
11 28
12 14
13 14
13 23
14 23
15 16
15 17
18 20
18 21
21 22
24 27
24 28
24 29
25 28
26 28
26 30
26 36
27 29
27 32
28 29
29 32
30 36
31 33
31 34
35 37
35 38
35 40
36 38
36 40
38 40
