35 85 3
247590 81252 122347 100273 34432 40189 29110 22516 26543 62140 47682 14971 30420 13725 10746 17641 4956 6366 7646 6577 5071 8080 5007 7203 3028 3902 4199 22463 14558 7107 12890 6613 7601 20151 13032
1 7
1 10
1 11
1 13
1 14
1 15
2 28
2 29
2 32
3 4
3 17
3 33
3 34
4 24
4 26
4 27
4 33
4 34
4 35
5 21
5 22
5 23
5 24
5 25
5 26
5 27
6 8
6 10
6 15
6 16
6 17
6 19
6 25
7 13
7 28
8 11
8 12
8 16
8 20
8 23
8 25
9 13
9 18
9 29
9 30
9 31
9 32
10 11
10 15
10 16
11 12
11 16
12 20
12 22
12 23
13 14
13 28
13 29
13 31
14 15
14 18
14 19
14 31
15 19
17 18
17 19
17 25
17 30
17 34
18 19
18 30
18 31
20 23
21 24
22 23
23 25
24 26
25 27
25 34
26 27
27 34
28 29
29 32
30 32
33 34
